"convocatoria","colectiva_nombre","colectiva_url","pais","ciudad","actividad_fecha","actividad_hora","actividad_localizacion","actividad_localizacion_latitude","actividad_localizacion_longitude","actividad_localizacion_altitude","actividad_localizacion_precision","actividad_direccion","actividad_url_imagen","actividad_url_convocatoria"
"2024","Women+ in Geospatial","https://womeningeospatial.org/","GB","Tonedale","2024-03-07","09:00:00","40.713167 -74.005781 0 0","40.713167","-74.005781","0.0","0.0","Remote activity https://us02web.zoom.us/meeting/register/tZYqc--rrj0jHtbtfoclRyYF9cfbDt0IXbNF#/registration","{{https://i0.wp.com/womeningeospatial.org/wp-content/uploads/2023/03/iwd_small.png?resize=278%2C344&ssl=1}}","https://www.linkedin.com/posts/women-in-geospatial_geospatial-iwd2024-socialimpact-activity-7167914241449013248-gJhr/"
"2024","Red Feminista de Gran Canaria","","ES","Las Palmas de Gran Canaria","2024-03-08","19:00:00","28.1087 -15.416686 0 0","28.1087","-15.416686","0.0","0.0","Parque San Telmo. Las Palmas de Gran Canaria","{{https://www.arucas.org/documentos/TransporteManifest8M2024.jpg}}","https://www.facebook.com/photo?fbid=797964035709687&set=a.469763288529765"
"2024","CGT Barcelona","https://www.cgtbarcelona.org/","ES","Barcelona","2024-03-08","17:30:00","41.396172 2.159575 0 0","41.396172","2.159575","0.0","0.0","Palau Robert, Barcelona","{{https://www.federacionanarquista.net/wp-content/uploads/2024/02/Cartell-mani-8M-CGT-Barcelona-724x1024.png}}","https://www.cgtbarcelona.org/noticia/8m-2024-queremos-escribir-de-nuevo-la-palabra-mujer/"
"2024","Grève Feministe","grevefeministe.fr","FR","Paris","2024-02-08","00:00:00","48.864907 2.398489 0 0","48.864907","2.398489","0.0","0.0","Place Gambetta 75020, Paris","{{https://www.grevefeministe.fr/wp-content/uploads/2024/01/splash.webp}}","https://www.grevefeministe.fr/8-mars-2024/"
"2024","International Women in Power - Feminist Revolution in Iran","https://www.internationalwomenpower.com/","DE","Hamburg","2024-03-08","15:00:00","53.55521 9.988475 0 0","53.55521","9.988475","0.0","0.0","Gänsemarkt 20354 Hamburg","{{https://image.jimcdn.com/app/cms/image/transf/dimension=640x10000:format=jpg/path/s79301e5a421f0f77/image/i1004be13f0cfc7a1/version/1706695154/image.jpg}}","https://www.internationalwomenpower.com/"
"2024","https://igualandorealidades.wordpress.com/","https://igualandorealidades.wordpress.com/","ES","Castrillón","2024-02-04","17:00:00","43.561983 -5.977139 0 0","43.561983","-5.977139","0.0","0.0","Casa de Encuentro. C. Rey Pelayo, 20, 33459 Piedras Blancas, Asturias","{{https://igualandorealidades.files.wordpress.com/2024/02/taller-04-programa-marzo-2024-post-cuadrado.png}}","https://igualandorealidades.wordpress.com/2024/02/27/arranca-marzo-2024-lunes-04-por-la-tarde-taller-de-bolsas-de-tela-8m-corto-merienda-compartida/"
"2024","8M Madrid - Cadena Feminista por Palestina","https://hacialahuelgafeminista.org/","ES","Madrid","2024-03-02","17:30:00","40.43456 -3.688081 0 0","40.43456","-3.688081","0.0","0.0","P.º de la Castellana, 46, 28046 Madrid","{{https://hacialahuelgafeminista.org/wp-content/uploads/2024/02/427984038_730995269157319_6967894830608882777_n.jpg}}","https://hacialahuelgafeminista.org/cadena-feminista-por-palestina/"
"2024","Ajuntament L'Hospitalet de Llobregat","https://www.l-h.cat/webs/pmdcaid/inici_2.aspx","ES","L'Hospitalet de Llobregat","2024-03-08","00:00:00","41.359417 2.099708 0 0","41.359417","2.099708","0.0","0.0","L'Hospitalet de Llobregat","{{https://www.l-h.cat/gdocs/d2576520P.jpg}}","https://lh-on.cat/documents/dia-de-la-dona-2024.pdf"
"2024","Sciopero Transfemminista","https://nudmtrieste.noblogs.org/","IT","Trieste","2024-03-08","17:00:00","45.647175 13.764841 0 0","45.647175","13.764841","0.0","0.0","Piazza Hortis","{{https://nudmtrieste.noblogs.org/files/2024/02/1-1.png}}","https://nudmtrieste.noblogs.org/post/2024/02/23/l8-marzo-scendiamo-in-piazza/"
"2024","#8M Limas","","PE","Lima","2024-03-08","16:00:00","-12.09349 -77.028472 0 0","-12.09349","-77.028472","0.0","0.0","Parque Combate de Abtao, San Isidro","{{https://www.instagram.com/p/C3tkEcKLoy7/}}","https://www.instagram.com/p/C3tkEcKLoy7/"
"2024","Juntas!","https://www.instagram.com/juntascampinas/","BR","Campinas - SP","2024-03-08","17:00:00","-22.904114 -47.059649 0 0","-22.904114","-47.059649","0.0","0.0","Largo do Rosário, Campinas-SP","{{https://drive.google.com/file/d/1TwEwcaQAl26kHWNoaOPtuGnf7EVAIMVq/view?usp=drive_link}}","https://www.instagram.com/p/C3prtnvsfaF/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA=="
"2024","Michu Feminista","https://www.instagram.com/michufeminista/","PE","Lima","2024-03-08","16:00:00","-12.046325 -77.04274 2 0","-12.046325","-77.04274","2.0","0.0","Plaza 2 de mayo - Cercado de Lima-Lima-Perú","{{https://drive.google.com/file/d/1UbHmBGegmR5iB7ZHwkC--mLMz3ro8HEi/view?usp=sharing}}","https://www.facebook.com/photo?fbid=728427672716275&set=a.590388239853553"
"2024","Concejalía de la Mujer del Excmo. Ayto. de Cáceres","https://www.ayto-caceres.es/noticias/abiertas-las-inscripciones-para-participar-en-la-iii-ruta-senderista-y-carrera-8k-8-motivos-por-la-igualdad-del-ayuntamiento-de-caceres/","ES","Cáceres","2024-03-10","09:30:00","39.461369 -6.365568 0 0","39.461369","-6.365568","0.0","0.0","Calle de la Juventud, 2, 10002 Cáceres","{{https://www.ayto-caceres.es/wp-content/uploads/2024/02/RUTA-SENDERISTA-8-DE-MARZO-2024-Ok-733x1030.jpg}}","[[https://www.ayto-caceres.es/noticias/abiertas-las-inscripciones-para-participar-en-la-iii-ruta-senderista-y-carrera-8k-8-motivos-por-la-igualdad-del-ayuntamiento-de-caceres/]]"
"2024","Kulli musqu","https://www.facebook.com/kullimusqu","PE","Huánuco","2024-03-09","18:00:00","-9.924168 -76.236973 0 0","-9.924168","-76.236973","0.0","0.0","Av. Alameda de la República 259","{{https://drive.google.com/file/d/1IegOf8qFVSuFNjmDmJ60OFdJaS2FShYo/view?usp=sharing}}","https://www.instagram.com/p/C35oE4aRRoh/"
"2024","MundoSur","mundosur.org","AR","Buenos Aires","2024-03-06","13:00:00","-34.463777 -58.72705 41.80000305175781 6.959000110626221","-34.463777","-58.72705","41.80000305175781","6.959000110626221","Actividad Remota","{{https://www.linkedin.com/posts/mundosur_necesitamos-estados-comprometidos-con-la-activity-7169029259477417986-PEw7?utm_source=share&utm_medium=member_android}}","https://docs.google.com/forms/d/1CyHtRIkixamw0Ed0_cfwsUS_z5iGbtb656v6bQwkwSE/edit?vc=0&c=0&w=1&flr=0"
"2024","Frente Cultural Norpatagonia","https://www.instagram.com/larevueltacolectivafeminista/","AR","Neuquén","2024-03-01","20:30:00","-38.951934 -68.059053 0 0","-38.951934","-68.059053","0.0","0.0","Proyección de la película PUAN","{{https://i.imgur.com/tp8rUUc.png}}","https://www.instagram.com/p/C37naqLOCP1/"
"2024","Espacio Sororo (Estudiantes de LAILAC)","","US","New York","2024-03-08","04:00:00","40.748354 -73.983624 0 0","40.748354","-73.983624","0.0","0.0","365 Fifth Avenue New York, NY 10016","{{https://drive.google.com/file/d/1N_Z8aDG25VMfUqrmay90Ssbp8K9oww0W/view?usp=sharing}}",""
"2024","Varias colectivas feministas- Mujeres de Frente","","EC","Quito","2024-03-08","16:30:00","-0.2085444 -78.5006769 0 0","-0.2085444","-78.5006769","0.0","0.0","Caja del Seguro, Av. 10 de Agosto, Quito","{{https://www.instagram.com/mujeresdefrente/p/C2BK-TDrBI1/}}",""
"2024","Articulación Feminista del Paraguay","https://www.instagram.com/paromujerespy/","PY","Asunción","2024-03-08","17:00:00","-25.284899 -57.630023 0 0","-25.284899","-57.630023","0.0","0.0","25 de Mayo y Eligio Ayala","{{https://www.facebook.com/photo?fbid=817921127028852&set=a.565049325649368}}","https://www.instagram.com/p/C4BEd-OrVKT/"
"2024","Feministisches* Bloco Descolonial","https://www.instagram.com/femblocodescolonial?igsh=N3B2aDRzdWNmZ21t","AT","Viena","2024-03-08","17:00:00","48 16 190 10","48.0","16.0","190.0","10.0","https://maps.app.goo.gl/uqjLxdfScpfrzdHH6","{{https://www.facebook.com/100082223161408/posts/417114904217490/?substory_index=417114904217490&mibextid=rS40aB7S9Ucbxw6v}}","https://www.instagram.com/p/C3cp0OiMs4s/?igsh=MXB3ZG1mdzZxd3ozOQ=="
"2024","8M Zaragoza","https://twitter.com/8_mzgz","ES","Zaragoza","2024-03-08","19:00:00","41.647473 -0.886344 0 0","41.647473","-0.886344","0.0","0.0","Paraninfo de la Universidad de Zaragoza","{{https://i.imgur.com/KVDPSmN.jpg}}","https://twitter.com/8_mzgz/status/1763538421748838755"
"2024","Movimiento Feminista de Sevilla","https://www.facebook.com/plataforma8demarzo","ES","Sevilla","2024-03-08","20:00:00","38.025473 -3.987092 0 0","38.025473","-3.987092","0.0","0.0","Plaza Nueva, Sevilla","{{https://i.imgur.com/xMa04ln.jpg}}","https://www.facebook.com/plataforma8demarzo"
"2024","Non Una Di Meno - Roma","https://nonunadimeno.wordpress.com/","IT","Roma","2024-03-08","10:00:00","41.88543 12.484417 0 0","41.88543","12.484417","0.0","0.0","Piazzale Ugo La Malfa, Roma","{{https://www.womenews.net/wp-content/uploads/2024/03/NUDM-sciopero-8-marzo.jpg}}","https://www.facebook.com/events/3781395768772480?ref=newsfeed"
"2024","Coordinadora de Organizaciones Feministas de Teruel","https://organizacionesfeministasteruel.blogspot.com/","ES","Teruel","2024-03-08","19:30:00","40.339888 -1.107065 0 0","40.339888","-1.107065","0.0","0.0","Plaza del Torico, Teruel","{{https://i.imgur.com/OIPfAST.jpg}}","https://www.facebook.com/photo/?fbid=738270855072911&set=a.431325355767464"
"2024","Femme Força Vinaròs","https://www.instagram.com/femmeforza/","ES","Vinaròs","2024-03-08","19:00:00","40.470828 0.474973 0 0","40.470828","0.474973","0.0","0.0","Plaza del Ayuntamiento, Vinaròs, València","{{https://i.imgur.com/PRoeGS6.jpg}}","https://www.instagram.com/p/C4Ds1DGoSj-/"
"2024","M8 Asanblada Feminista Bidasoa","https://www.facebook.com/profile.php?id=100077040715297","ES","Irún","2024-03-08","20:00:00","43.339111 -1.788942 0 0","43.339111","-1.788942","0.0","0.0","Plaza San Juan, Irún","{{https://i.imgur.com/6OyKtCh.jpg}}","https://www.facebook.com/profile.php?id=100077040715297"
"2024","Assemblea 8M Elx","https://www.facebook.com/profile.php?id=100068882003217","ES","Elx","2024-03-08","19:30:00","38.266744 -0.712656 0 0","38.266744","-0.712656","0.0","0.0","Jardí de Lucrecia Pérez, Elx","{{https://i.imgur.com/R9oLn7d.jpg}}","https://www.facebook.com/profile.php?id=100068882003217"
"2024","Assemblea Feminista València","https://www.facebook.com/assembleafeministavalencia","ES","València","2024-03-08","17:30:00","39.456259 -0.370225 0 0","39.456259","-0.370225","0.0","0.0","C/ dels Sapadors, 48, Quatre Carreres, 46006 València, Valencia","{{https://i.imgur.com/kxPr4BO.jpg}}","https://twitter.com/AssembleaVlc"
