"indice","convocatoria","colectiva_nombre","colectiva_url","pais","ciudad","actividad_fecha","actividad_hora","actividad_localizacion","actividad_localizacion_latitude","actividad_localizacion_longitude","actividad_localizacion_altitude","actividad_localizacion_precision","actividad_direccion","actividad_url_imagen","actividad_url_convocatoria","actividad_trans_incluyente"
"53","2025","Sozial Aber Nicht Blöd","https://www.facebook.com/share/15zrAmHoMa/?mibextid=wwXIfr","AT","Viena","2025-03-07","14:00:00","48.1970966 16.3459161 0 0","48.1970966","16.3459161","0.0","0.0","https://maps.app.goo.gl/tmZy3bDdgQTR59nQ6?g_st=com.google.maps.preview.copy","{{https://www.betriebsrat-bim.at/wp-content/uploads/elementor/thumbs/Kundgebung-BVs_07032025-r1qefxis493f5g6gu5c6sep2l6w57nshaq09b564c0.jpg}}","https://facebook.com/events/s/carestreik-gegen-rechts-kundge/561440936928759/",""
"54","2025","Coordinadora 8M - Takeback8m","https://www.instagram.com/takeback8m/","AT","Viena","2025-03-08","14:30:00","48.214977 16.360178 0 0","48.214977","16.360178","0.0","0.0","Sigmund-Freud-Park","{{https://i.imgur.com/XqIB4TG.png}}","https://www.instagram.com/p/DGgf644sUzZ/?img_index=1",""
"55","2025","Feminist Assembly of Latin American diaspora in the UK","https://www.instagram.com/falatinamericans/","GB","London","2025-03-08","15:00:00","51.507351 -0.127253 0 0","51.507351","-0.127253","0.0","0.0","Regent’s Park - Gandalf’s Corner, NW1 4LB. (corner of Outer Circ and Park Square)","{{https://i.imgur.com/L8GGz6U.png}}","https://www.instagram.com/p/DGgbnmCo__0/?img_index=1",""
"56","2025","Colectiva Feminista Las Polas","https://www.instagram.com/laspolascolfem?igsh=Z3p1cnMwOHc4NmE=","CO","Yopal","2025-03-08","14:00:00","5.342358 -72.397842 0 0","5.342358","-72.397842","0.0","0.0","Parque la Herradura","{{https://www.instagram.com/p/DGv4kdxPHWB/?igsh=MXdvc2t5bWs3eTQ5dA==}}","https://www.instagram.com/p/DGv4kdxPHWB/?igsh=MXdvc2t5bWs3eTQ5dA==",""
"57","2025","Ni Una Menos Zürich","https://www.instagram.com/niunamenoszurich/","CH","Zurich","2025-03-08","13:30:00","47.37019 8.538857 0 0","47.37019","8.538857","0.0","0.0","Paradeplatz","{{https://i.imgur.com/5eyOElE.png}}","https://www.instagram.com/p/DGtJz9GK4Fq/?img_index=1",""
"58","2025","Mujeres con voz","https://www.instagram.com/beradfemxela/","GT","Quetzaltenango","2025-03-07","11:00:00","14.846407 -91.519079 0 0","14.846407","-91.519079","0.0","0.0","Parque Central de Xela","{{https://i.imgur.com/e3umJYL.png}}","https://www.instagram.com/p/DGi5Ob2P1M8/?img_index=2",""
"59","2025","Mujeres con voz","https://www.instagram.com/beradfemxela/","GT","Quetzaltenango","2025-03-08","14:00:00","14.834025 -91.518268 0 0","14.834025","-91.518268","0.0","0.0","Parque central de Xela","{{https://i.imgur.com/5dRDKwg.png}}","https://www.instagram.com/p/DGi5Ob2P1M8/?img_index=3",""
"60","2025","La Morada","https://www.instagram.com/_la.morada","CL","Los Angeles","2025-03-08","18:00:00","-37.470876 -72.35168 0 0","-37.470876","-72.35168","0.0","0.0","Anfiteatro Plaza de Armas","{{https://i.imgur.com/SbgltRT.png}}","https://www.instagram.com/p/DGGc4T6OJry/",""
"61","2025","Plataforma Feminista del Camp","https://www.instagram.com/plataformafeministacamp/","ES","Tarragona","2025-03-08","18:00:00","41.119029 1.245437 0 0","41.119029","1.245437","0.0","0.0","Plaça Imperial","{{https://i.imgur.com/S5HSGa4.png}}","https://www.instagram.com/p/DGaWez-NoVY/?igsh=MXV5dHNwc3k0b2h4bw%3D%3D",""
"62","2025","Mujeres, voces y resistencias","https://www.instagram.com/mvr_vlc/","ES","Valencia","2025-03-08","15:30:00","39.456226 -0.369074 0 0","39.456226","-0.369074","0.0","0.0","CIE de Sapadors Av. Dr. Waksman 52-54","{{https://i.imgur.com/1SQjgCn.png}}","https://www.instagram.com/p/DGkuU07AT0B/?igsh=MTVlcjI3cWYzOWVoOA%3D%3D",""
"63","2025","𝗙𝗘𝗠𝗫𝗙𝗘𝗠","https://www.instagram.com/femx.fem/","MX","Mérida","2025-03-08","18:00:00","20.966542 -89.620367 0 0","20.966542","-89.620367","0.0","0.0","La antimonumenta C.56486A","{{https://i.imgur.com/LlB5ACL.png}}","https://www.instagram.com/p/DGPDU7cS29V/?img_index=2",""
"64","2025","𝗙𝗘𝗠𝗫𝗙𝗘𝗠","https://www.instagram.com/femx.fem/","MX","Mérida","2025-03-08","11:00:00","19.423633 -99.16295 0 0","19.423633","-99.16295","0.0","0.0","Glorieta de las mujeres que luchan","{{https://i.imgur.com/hKCLcR7.png}}","https://www.instagram.com/p/DGPDU7cS29V/?img_index=3",""
"65","2025","Colectiva Enguarichadas","https://www.instagram.com/colectiva.enguarichadas/","CO","Bogotá","2025-03-08","10:00:00","4.653372 -74.102372 0 0","4.653372","-74.102372","0.0","0.0","Monumento La Pola - Avenida 26 con carrera 4a","{{https://i.imgur.com/F1vdNJK.png}}","https://www.instagram.com/p/DGRb3rovAXy/?img_index=1",""
"66","2025","Coordinadora Feminista Santiago","https://www.instagram.com/coordinadorafeminista8m/","CL","Santiago","2025-03-08","10:00:00","-33.436895 -70.634389 0 0","-33.436895","-70.634389","0.0","0.0","Plaza Dignidad","{{https://i.imgur.com/Ha7Xh3Z.png}}","https://www.instagram.com/p/DGjPFEWvqrC/?img_index=2",""
"67","2025","Mesa Feminista de Puente Alto","https://www.instagram.com/fem.reinaldapereiraptealto/","CL","Puente Alto","2025-03-08","18:00:00","-33.589566 -70.579356 0 0","-33.589566","-70.579356","0.0","0.0","Metro Protectora de la Infancia Puente Alto","{{https://i.imgur.com/6YWbkqL.png}}","https://www.instagram.com/p/DGecEltOINw/",""
"68","2025","Somos un rostro colectivo","https://www.instagram.com/somosunrostrocolectivo/","CO","Bogotá","2025-03-08","14:00:00","4.631947 -74.06483 0 0","4.631947","-74.06483","0.0","0.0","Calle 45 Carrera 7ma","{{https://i.imgur.com/2uHrfnu.png}}","https://www.instagram.com/p/DGUKmTHNDV0/",""
"69","2025","Puebla x Palestina","https://www.instagram.com/pueblaxpalestina/","MX","Puebla","2025-03-08","00:45:00","19.047227 -98.206667 0 0","19.047227","-98.206667","0.0","0.0","Kiosko Paseo Bravo","{{https://i.imgur.com/CND7GPI.png}}","https://www.instagram.com/p/DGb0Y-UOBKi/?img_index=1",""
"70","2025","La Fatshionista","https://www.instagram.com/lafatshionista/","MX","Ciudad de México","2025-03-08","11:30:00","19.433042 -99.154625 0 0","19.433042","-99.154625","0.0","0.0","Glorieta de las mujeres que luchan","{{https://i.imgur.com/nm9CX51.png}}","https://www.instagram.com/p/DGl6Q1KxrcV/?igsh=eGFjNmxnM3NpOWQy",""
"71","2025","Somos Fuego Costa Rica","https://www.instagram.com/somosfuego_cr/","CR","San José","2025-03-08","13:00:00","9.932729 -84.07964 0 0","9.932729","-84.07964","0.0","0.0","Parque Central","{{https://i.imgur.com/iWibjPH.png}}","https://www.instagram.com/p/DGb48ZMRaks/",""
"72","2025","Vallarta Fem","https://www.instagram.com/vallartafem/","MX","Puerto Vallarta","2025-03-08","17:30:00","20.631496 -105.228648 0 0","20.631496","-105.228648","0.0","0.0","Parque de las mujeres","{{https://i.imgur.com/gSRKg2x.png}}","https://www.instagram.com/p/DGioGp-SpBD/?igsh=eXFpYmpqeGZoY25p",""
"73","2025","Ni una mas Hermosillo","https://www.instagram.com/niunamashmo/","MX","Hermosillo","2025-03-08","16:00:00","29.084336 -110.960851 0 0","29.084336","-110.960851","0.0","0.0","Escalinatas de la Unison","{{https://i.imgur.com/Fj0zEop.png}}","https://www.instagram.com/p/DF08t-qxEk9/",""
"74","2025","Asamblea Feminista SV","https://www.instagram.com/asambleafeministasv/","SV","Cuscatlán","2025-03-08","08:00:00","13.699381 -89.206608 0 0","13.699381","-89.206608","0.0","0.0","Alameda Franklin Delano Roosevelt, Parque Cuscatlán","{{https://i.imgur.com/49rr2e3.png}}","https://www.instagram.com/p/DGeZfubA2sK/?igsh=dDR2dWxwbXl0aTNh",""
"75","2025","Movilización 8M San Luis Potosí","https://www.instagram.com/rumboal8mslp/","MX","San Luis Potosí","2025-03-08","16:00:00","22.150669 -100.975545 0 0","22.150669","-100.975545","0.0","0.0","Alameda frente a la Iglesia San José","{{https://i.imgur.com/WRnPvjX.png}}","https://www.instagram.com/p/DGoel-xOnHK/",""
"76","2025","BCSicicletas","","MX","La Paz","2025-03-07","16:00:00","24.149931 -110.328212 25.400146484375 100","24.149931","-110.328212","25.400146484375","100.0","Callejón topete esquina Calle Sonora, ciudad de la Paz Baja California Sur","{{https://www.facebook.com/share/p/1EL7aVHc4M/}}","https://www.facebook.com/share/p/1A71aD9vnQ/",""
"77","2025","La Comisión de Investigación y Género RAICEX (IgR) - ASIERI","https://raicex.org/","IT","Roma","2025-03-08","11:00:00","41.91497 12.50043 0 0","41.91497","12.50043","0.0","0.0","Via di Villa Albani, 16, 00198 Roma RM, Italia","{{https://www.asieri.com/eventos/}}","https://www.asieri.com/eventos/",""
"78","2025","Velocissima","","ES","Barcelona","2025-03-08","09:00:00","41.39833 2.153396 0 0","41.39833","2.153396","0.0","0.0","Barcelona","{{https://www.instagram.com/p/DGTOtKHMf4A/?img_index=1}}","",""
"79","2025","Kolekivi Feminist","https://facebook.com/KolektiviFeministAL/","AL","Tirana","2025-03-08","11:00:00","41.31795 19.82133 100 3.0612244606018066","41.31795","19.82133","100.0","3.061224460601807","Sheshi Nënë Tereza, Njësia Bashkiake Nr. 2","{{https://m.facebook.com/photo.php?fbid=650715060846668}}","",""
"80","2025","Facultad de Educación UNIZAR","https://educacion.unizar.es/","ES","Zaragoza","2025-03-07","10:00:00","41.641558 -0.900346 225.96153732114016 22.657557046190178","41.641558","-0.900346","225.9615373211402","22.65755704619018","Pedro Cerbuna, 12. Zaragoza (España)","{{https://educacion.unizar.es/}}","https://educacion.unizar.es/",""
"81","2025","Plataforma de lucha contra la violencia hacia las mujeres","","BO","Santa Cruz de la Sierra","2025-03-08","17:00:00","-17.77456 -63.18262 0 0","-17.77456","-63.18262","0.0","0.0","Plaza del estudiante, Santa Cruz","{{https://maps.app.goo.gl/deYX31316cSG3PpK7}}","","NO_SE"
"82","2025","She Advocates Society","","AU","Brisbane","2025-03-08","13:00:00","-27.4691 153.04851 0 0","-27.4691","153.04851","0.0","0.0","New Farm Neighbourhood Centre","{{https://i.imgur.com/kIWOJWl.png}}","https://www.internationalwomensday.com/Activity/20898/IWD-Celebration-for-Women-and-Girls",""
"83","2025","Marcha Mulheres","https://www.marchamundialdasmulheres.org.br/","BR","Minas Gerais","2025-03-08","10:00:00","-17.930154 -43.790268 0 0","-17.930154","-43.790268","0.0","0.0","Minas gerais","{{https://www.marchamundialdasmulheres.org.br/wp-content/uploads/2025/02/Cards-8-de-marco-Nacional4-1.png}}","https://www.marchamundialdasmulheres.org.br/informativo-nacional-rumo-ao-8-de-marco/",""
"84","2025","Me Muevo por Colombia","@Memuevoporcolombia","MX","Ciudad de México","2025-03-08","13:00:00","19.370901 -99.154438 2251.625045478233 18.274537125994904","19.370901","-99.154438","2251.625045478233","18.2745371259949","Plaza del danzon","{{https://facebook.com/events/s/8m-contigente-de-colombianas-y/1399644027688153/}}","https://facebook.com/events/s/8m-contigente-de-colombianas-y/1399644027688153/",""
"85","2025","8M Rio de Janeiro","https://www.instagram.com/8m.rj/","BR","Rio de Janeiro","2025-03-10","16:00:00","-22.901284 -43.177695 0 0","-22.901284","-43.177695","0.0","0.0","Candelaria","{{https://i.imgur.com/EvN6eTC.png}}","https://www.instagram.com/p/DF-eo-rRLxH/",""
"86","2025","8M Unificadas DF e Entorno","","BR","Brasilia","2025-03-08","13:00:00","-15.793909 -47.883363 0 0","-15.793909","-47.883363","0.0","0.0","Rodoviária do Plano Piloto","{{https://i.imgur.com/90M6ZwK.png}}","https://brasilpopular.com/8m-unificadas-df-e-entorno-2025/",""
"87","2025","Secretaria Municipal de Políticas para a Mulher Lages","https://www.lages.sc.gov.br/","BR","Lages","2025-03-08","10:00:00","-27.829519 -50.338173 0 0","-27.829519","-50.338173","0.0","0.0","Praça 8 de Março, situada no bairro São Cristóvão, em frente ao Terminal Rodoviário Dom Honorato Piazera","{{https://www.lages.sc.gov.br/imagens_noticias/1739391271782.jpg}}","https://www.lages.sc.gov.br/noticia-descricao/6660/evento-dia-%E2%80%9Cm%E2%80%9D-ira-enaltecer-dia-internacional-da-mulher-com-realizacao-da-1%C2%AA-corrida-e-caminhada-promovida-pela-secretaria-municipal-de-politicas-para-a-mulher",""
"88","2025","Movimiento Feminista de la frontera, 8M Rivera/Livramento","","UY","Rivera","2025-03-08","17:30:00","-30.900059 -55.540544 230.60000610351562 23.14900016784668","-30.900059","-55.540544","230.6000061035156","23.14900016784668","Plaza Artigas, Rivera","{{https://drive.google.com/file/d/1kwbB2lVS1uRXDpyeJhkJJlUTStlMa2bF/view?usp=drivesdk}}","",""
"89","2025","Paro de Mujeres Paraguay","https://www.instagram.com/paromujerespy/","PY","Asunción","2025-03-08","17:00:00","-25.284868 -57.629952 0 0","-25.284868","-57.629952","0.0","0.0","Plaza Uruguaya","{{https://i.imgur.com/gRfIzXx.png}}","https://www.instagram.com/p/DGqMQTZR_ld/?img_index=1","SI"
"90","2025","Consorcio Oaxaca","https://www.instagram.com/consorciooaxaca/","MX","Oaxaca","2025-03-08","15:00:00","17.060709 -96.723076 0 0","17.060709","-96.723076","0.0","0.0","Zócalo de la ciudad de Oaxaca","{{https://i.imgur.com/uVZqY4s.png}}","https://www.instagram.com/p/DGx68L0Pw9f/",""
"91","2025","Asamblea Feminista Unitaria Sevilla","@afu_sevilla","ES","sevilla","2025-03-08","18:00:00","37.390912 -6.009858 0.1 0","37.390912","-6.009858","0.1","0.0","https://www.google.es/maps/place/Torre+Sevilla,+41092+Sevilla/@37.3916809,-6.0089613,17.5z/data=!4m15!1m8!3m7!1s0xd126c71c0eda5f3:0x6f8db9ee73f3c556!2sTorre+Sevilla,+41092+Sevilla!3b1!8m2!3d37.3914323!4d-6.0104899!16s%2Fm%2F0gyvh6m!3m5!1s0xd126c71c0eda5f3:0x6f8db9ee73f3c556!8m2!3d37.3914323!4d-6.0104899!16s%2Fm%2F0gyvh6m?hl=es&entry=ttu&g_ep=EgoyMDI1MDIyNi4xIKXMDSoASAFQAw%3D%3D","{{https://www.instagram.com/afu_sevilla/?locale=ne_np&hl=am-et}}","",""
"92","2025","Wikimedia México","https://x.com/editatona","MX","Ciudad de México","2025-03-06","11:00:00","19.331165 -99.186656 0 0","19.331165","-99.186656","0.0","0.0","Escolar, C.U., Coyoacán, 04510 Ciudad de México, CDMX","{{https://x.com/editatona/status/1895534260960051497/photo/1}}","",""
"93","2025","Wikimedia México","https://x.com/editatona","MX","Ciudad de México","2025-03-15","10:00:00","19.440236 -99.102992 0 13.245","19.440236","-99.102992","0.0","13.245","Paseo Alejandro Cervantes Delgado s/n, Lomas del Porvenir, 39034 Chilpancingo de los Bravo, Gro.","{{https://x.com/editatona/status/1896605041022415113}}","",""
"94","2025","Wikimedia México","https://x.com/editatona","MX","Ciudad de México","2025-03-22","11:00:00","19.314799 -99.185396 0 0","19.314799","-99.185396","0.0","0.0","Av. Insurgentes Sur 3000, C.U., Coyoacán, 04510 Ciudad de México, CDMX","{{https://x.com/editatona/status/1890521218991698326/photo/1}}","",""
"95","2025","Wikimedia México","https://x.com/editatona","MX","Ciudad de México","2025-03-01","11:00:00","20.720327 -103.389808 0 0","20.720327","-103.389808","0.0","0.0","Prol. 20 De Noviembre 166, centro historico, 45100 Zapopan, Jal.","{{https://x.com/editatona/status/1892632462716497965/photo/1}}","",""
"96","2025","Wikimedia México","https://x.com/editatona","MX","Ciudad de México","2025-03-03","15:00:00","20.738157 -103.381128 0 0","20.738157","-103.381128","0.0","0.0","Periférico Norte Manuel Gómez Morín, C. Prol. Belenes # 1695, 45180 Zapopan, Jal.","{{https://x.com/editatona/status/1892273964828803333/photo/1}}","",""
"97","2025","Gadeas, Sociedad de Estudio Históricos y Culturales","https://gadeas.org/","ES","Villalba del Alcor","2025-03-14","18:00:00","37.398266 -6.477716 201.40000915527344 15.130999565124512","37.398266","-6.477716","201.4000091552734","15.13099956512451","Salón de Conferencias Municipal","{{https://drive.google.com/file/d/12h4zF_yWnnUO_EW7u1J7opv9tYlOQZ8o/view?usp=drivesdk}}","",""
"98","2025","Observatório Digital das Mulheres Latino-americanas","https://mulherdigital.institutodeletras.uerj.br","BR","Rio de Janeiro","2025-03-20","14:00:00","-22.911574 -43.236017 0 0","-22.911574","-43.236017","0.0","0.0","R. São Francisco Xavier, 524 - Maracanã, Rio de Janeiro - RJ, 20550-013","{{https://www.instagram.com/p/DGY42Exy_CM/?img_index=1}}","https://www.instagram.com/p/DGY42Exy_CM/?img_index=1",""
"99","2025","InfraSisters","https://www.infrasisters.org.uk","GB","Edinburgh","2025-03-10","12:30:00","55.934423 -3.174842 120.30000305175781 14.640999794006348","55.934423","-3.174842","120.3000030517578","14.64099979400635","Waverley Court, Edinburgh","{{https://infrasisters.org.uk/img/posters/noodlebike.jpg}}","https://infrasisters.org.uk/post/safe-space-march-10-2025/","SI"
"100","2025","Las autoconvocadas SPS","https://www.instagram.com/autoconvocadas_sps/","HN","San Pedro Sula","2025-03-08","14:30:00","15.505428 -88.024768 0 0","15.505428","-88.024768","0.0","0.0","Parque central San Pedro Sula","{{https://i.imgur.com/ubKiyX0.png}}","https://www.instagram.com/p/DGzHUXRAlI0/","NO_SE"
"101","2025","Mujer Dispara","https://www.instagram.com/mujerdispara/","PE","Lima","2025-03-08","14:00:00","-12.0605 -77.036953 0 0","-12.0605","-77.036953","0.0","0.0","Palacio de la Justicia, centro de Lima","{{https://i.imgur.com/l359taO.png}}","https://www.instagram.com/p/DGQpBD8x-hs/?igsh=N2JqbzdnM2xod3Z0","SI"
"102","2025","Mor Dayanışma","https://www.instagram.com/izmirmordayanisma/","TR_1","Esmirna","2025-03-08","18:30:00","38.4408 27.145065 0 0","38.4408","27.145065","0.0","0.0","Alsancak Gar","{{https://i.imgur.com/uq935sc.png}}","https://www.instagram.com/p/DG1KxxcMPWX/","NO_SE"
"103","2025","Tejiendo Memorias","https://www.instagram.com/tejiendomemorias04/","EC","Tulcán","2025-03-08","16:00:00","0.809592 -77.7221 0 0","0.809592","-77.7221","0.0","0.0","Unión de las dos Calles","{{https://i.imgur.com/PhEoZCn.png}}","https://www.instagram.com/p/DG0QNPLtpdh/?img_index=1","NO_SE"
"104","2025","Palabras Poderosxs","https://www.instagram.com/palabraspoderosxs/","PA","Ciudad de Panamá","2025-03-08","16:00:00","8.972384 -79.529825 0 0","8.972384","-79.529825","0.0","0.0","Anfiteatro Cinta Costera","{{https://i.imgur.com/W4kKx2h.png}}","https://www.instagram.com/p/DGvatcROUS1/?igsh=ZXl5NjMzY2E3ZHp2","SI"
"105","2025","WE R WOMEN ON FIRE","https://www.instagram.com/werwomenonfire/","MX","Puebla","2025-03-08","15:00:00","19.043438 -98.197784 0 0","19.043438","-98.197784","0.0","0.0","El Gallito","{{https://i.imgur.com/EbwVHA2.png}}","https://www.instagram.com/p/DFf6DlZSR6C/?igsh=MThqdjZsZXl3dzRmdA%3D%3D","SI"
"106","2025","Taula de Dones del Casc Antic","","ES","Barcelona","2025-03-07","12:01:00","41.386361 2.178157 0 0","41.386361","2.178157","0.0","0.0","Mercat de Santa Caterina","{{https://guia.barcelona.cat/es/detall/mural-exposicio-del-dia-de-la-dona-treballadora_99400731427.html}}","","SI"
"107","2025","Girls in Tech Liberia","https://www.facebook.com/gitliberia","LR","Paynesville","2025-03-07","15:15:00","6.259481 -10.708376 0 0","6.259481","-10.708376","0.0","0.0","S.D. Cooper Road, Paynesville","{{https://i.imgur.com/u9ub7vX.png}}","https://www.facebook.com/photo.php?fbid=1174108344720193&set=pb.100063631150718.-2207520000&type=3","NO_SE"
"108","2025","Pan Africa ILGA","https://panafricailga.org/","ZA","Remote","2025-03-07","12:00:00","-33.852455 19.453986 0 0","-33.852455","19.453986","0.0","0.0","Remote activity","{{https://i.imgur.com/KdtdGif.png}}","https://x.com/PanAfricaILGA/status/1896880500246974913/photo/1","SI"
"109","2025","8 March - Kz","https://www.instagram.com/8marchkz/","KZ","Almaty","2025-03-08","13:00:00","43.23723 76.903874 0 0","43.23723","76.903874","0.0","0.0","Aurora space, Жамбыл көшесі 55/57","{{https://i.imgur.com/RCNniTI.png}}","https://www.instagram.com/p/DGnhllxMGUM/?img_index=1","NO_SE"
"110","2025","Women's March Taiwan","https://www.facebook.com/WomensMarchTaiwan","TW","Taipei","2025-03-07","20:30:00","25.055298 121.546503 0 0","25.055298","121.546503","0.0","0.0","FutureWard- Central, Changchun Rd, Songshan District, Taipei City, Taiwan","{{https://i.imgur.com/BfLPp36.png}}","https://www.facebook.com/events/623849670251346?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22search%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D","NO_SE"
"111","2025","Women's March Tokyo","https://www.instagram.com/womensmarchtokyo/","JP","Tokyo","2025-03-08","13:00:00","35.663973 139.701581 0 0","35.663973","139.701581","0.0","0.0","Jingu-dori Park","{{https://i.imgur.com/ObGWOTB.png}}","https://www.instagram.com/womensmarchtokyo/","NO_SE"
"112","2025","Women's march Maui","https://www.womensmarch.com/","US","Wailuku Maui","2025-03-08","10:00:00","20.889707 -156.502353 0 0","20.889707","-156.502353","0.0","0.0","Main St & High St in front of the state office building 54 S High St","{{https://images.controlshift.app/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjU4NDAwLCJwdXIiOiJibG9iX2lkIn19--7707d746fa2a0e0773d2ea5b6c7ed79e88453478/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJzdHJpcCI6dHJ1ZSwicmVzaXplX3RvX2ZpdCI6WzcyNSwzMDBdfSwicHVyIjoidmFyaWF0aW9uIn19--05a588c1e142679bab22bb471238ab7a02053981/CF7E9097-85E6-419A-8142-7F956BA1EBF4.jpg}}","https://action.womensmarch.com/events/international-women-s-day-unite-resist-in-wailuku-maui","NO_SE"
"113","2025","Unidas colmex","https://www.instagram.com/unidascolmex/","MX","CDMX","2025-03-24","16:30:00","19.303837 -99.207963 0 0","19.303837","-99.207963","0.0","0.0","Carretera Picacho Ajusco 20 Ampliación, Carr. Picacho-Ajusco, Equipamiento Periférico Picacho Ajusco Canal 13, Tlalpan, 14110 Ciudad de México, CDMX","{{https://www.instagram.com/p/DG09Gm7P2kA/?img_index=2}}","https://forms.office.com/r/yqrqvcB2tL","NO_SE"
"114","2025","Unidas Colmex","","MX","Ciudad de Mexico","2025-03-10","16:00:00","19.303821 -99.207918 0 0","19.303821","-99.207918","0.0","0.0","Carretera Picacho Ajusco 20 Ampliación, Carr. Picacho-Ajusco, Equipamiento Periférico Picacho Ajusco Canal 13, Tlalpan, 14110 Ciudad de México, CDMX","{{https://www.instagram.com/p/DGi4ssTvQVz/}}","","NO_SE"
"115","2025","Unidas Colmex","","MX","Ciudad de Mexico","2025-03-12","16:00:00","19.303803 -99.207962 0 0","19.303803","-99.207962","0.0","0.0","Carretera Picacho Ajusco 20 Ampliación, Carr. Picacho-Ajusco, Equipamiento Periférico Picacho Ajusco Canal 13, Tlalpan, 14110 Ciudad de México, CDMX","{{https://www.instagram.com/p/DGi4ssTvQVz/}}","","NO_SE"
"116","2025","Chiquihuite Cultural","https://www.facebook.com/share/1UsJshKGZy/","MX","Ciudad de México","2025-03-08","19:00:00","19.498747 -99.147664 2231.7001953125 28.641000747680664","19.498747","-99.147664","2231.7001953125","28.64100074768066","P.º del Bosque, Zona de Conservación Ecológica, Gustavo A. Madero, 07145 Ciudad de México, CDMX","{{https://www.facebook.com/share/1679MU7MyJ/}}","https://lm.facebook.com/l.php?u=https%3A%2F%2Fforms.gle%2FBfjkGN1kq9TkR52K9%3Ffbclid%3DIwZXh0bgNhZW0CMTEAAR1rOnYEepEvTiIpC4Gl5wDtCJ_4bQUXudFwejrGGGXg7KWjB2-OrLzatFA_aem_s2XdwjG7YuyxlaSLNdJLgg&h=AT2k7vwQhpL65Ts7HIqRXsqjPdhMyDo5Lg8o9ZX_zmz0cc1K4KKnEqKvmkEJVfrgW7DoPxiUlmnXtbd_hbJqH_HjQ0rW9jBF4Dayy02Bjq7j7Cg76EUIMmfdRzbNuBdzuNCmEioKqrk4WZzlYPzR","SI"
"117","2025","YoVoy8deMarzo","facebook.com/yovoy8demarzo/","MX","Guadalajara","2025-03-08","16:30:00","20.674829 -103.387399 0 0","20.674829","-103.387399","0.0","0.0","Av. Ignacio L Vallarta, Vallarta, 44110 Guadalajara, Jal.","{{https://www.instagram.com/p/DGGk6mBP7sz/}}","","SI"
"118","2025","Red de Mujeres Organizadas por un Frente Feminista en Querétaro","@justiciadigna.qro (ig)","MX","Queretaro","2025-03-08","10:00:00","20.591898 -100.408076 1854.0999755859375 3.7899999618530273","20.591898","-100.408076","1854.099975585938","3.789999961853027","Jardín Guerrero, Centro Histórico, Querétaro, Qro.","{{https://www.instagram.com/p/DGM2PbDgSgQ/?igsh=MWE3ZnM4a2ZjeHM1dg==}}","","SI"
"119","2025","Trenzando Feminismos","https://www.instagram.com/trenzandofeminismos/","EC","Quito","2025-03-08","10:00:00","-0.211315 -78.4968 0 0","-0.211315","-78.4968","0.0","0.0","Parque El Arbolito","{{https://www.instagram.com/p/DGi_dG9v86f/}}","https://www.instagram.com/p/DGi_dG9v86f/","SI"
"120","2025","Affur","Departamento de Montevideo","UY","Montevideo","2025-03-08","11:00:00","-34.857694 -56.143554 60.79999923706055 16.985000610351562","-34.857694","-56.143554","60.79999923706055","16.98500061035156","Canelones 2033 esq Pablo de María. Montevideo","{{https://www.instagram.com/p/DG0YzvCvCRr/?igsh=ZnJzMm4ybGtwN3Uw}}","https://www.instagram.com/p/DG0YzvCvCRr/?igsh=ZnJzMm4ybGtwN3Uw","SI"
"121","2025","CRUE Universidades Españolas","https://www.crue.org/","ES","Zaragoza","2025-03-07","12:00:00","41.641513 -0.89841 0 0","41.641513","-0.89841","0.0","0.0","Campus San Francisco – Estanque (escaleras Interfacultades)","{{https://www.crue.org/wp-content/uploads/2023/03/cropped-Logo-Mujeres_WEB-scaled-2.jpg}}","https://www.crue.org/","NO_SE"
"122","2025","Dones de Llefià","@grupdonesllefia  grup_dones_llefia","ES","Badalona","2025-03-07","19:00:00","41.437933 2.219076 0 0","41.437933","2.219076","0.0","0.0","Plaza Trafalgar 1-3","{{https://drive.usercontent.google.com/download?id=1RQm2OoFKUn-8TCtd7JXrM_xVPJ9UEpNf}}","https://x.com/grupdonesllefia/status/1894732594287186373?s=19","NO_SE"
"123","2025","Kuña Poty, Kuña Sorora, Callescuela, ParoMujeresPy","@mujerpoty @ks.altoparana.py","PY","Ciudad del Este","2025-03-08","09:00:00","-25.509336 -54.614969 0 0","-25.509336","-54.614969","0.0","0.0","Ciudad del Este - microcentro avenida San Blas y avenida monseñor Rodríguez","{{https://i.imgur.com/3XxedXa.png}}","https://www.instagram.com/p/DG0PbG4RG6x/?igsh=MXg0dXhnYm9jbHdpbg%3D%3D","SI"
