"indice","convocatoria","colectiva_nombre","colectiva_url","pais","ciudad","actividad_fecha","actividad_hora","actividad_localizacion","actividad_localizacion_latitude","actividad_localizacion_longitude","actividad_localizacion_altitude","actividad_localizacion_precision","actividad_direccion","actividad_url_imagen","actividad_url_convocatoria","actividad_trans_incluyente"
"124","2025","Mères au front","https://www.meresaufront.org/","CA","Montreal","2025-03-08","11:00:00","45.501715 -73.57677 0 0","45.501715","-73.57677","0.0","0.0","1134 Sainte-Catherine Ouest, Montreal","{{https://www.meresaufront.org/actions/montreal-ensemble-pour-nos-filles}}","https://www.facebook.com/events/979955947469679/?rdid=uPvSE7C9sGnxf3Vf&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F16G8CZgjTD%2F%3Ffbclid%3DIwY2xjawI2f-ZleHRuA2FlbQIxMAABHRN3fMZENuuoEimkjMTIjeOXVuxw_Fva7TVDOlvxgr_-28mu42pXJIeHIw_aem_X6XiKmVJqcKKvtYWyGTBKg#",""
"125","2025","Kuña Sorora Concepción","https://www.instagram.com/ks.concepcion.py/","PY","Concepción","2025-03-08","18:00:00","-23.408867 -57.442193 0 0","-23.408867","-57.442193","0.0","0.0","Avenida Mcal. Franciso Solano Lopez","{{https://i.imgur.com/RG3FRzU.png}}","https://www.instagram.com/p/DGzEetIuIzC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==","NO_SE"
"126","2025","Kuña Roga","https://kunaroga.org/","PY","Encarnación","2025-03-07","15:00:00","-27.32171 -55.873207 0 0","-27.32171","-55.873207","0.0","0.0","Avenida Costanera - Republica del Paraguay","{{https://i.imgur.com/nedCKdK.png}}","https://www.facebook.com/share/p/1VWBDEXj8m/","NO_SE"
"127","2025","Bündnis 8M Take Back the Streets","https://takebackthestreets8m.wordpress.com/","AT","Viena","2025-03-08","13:00:00","48.2151389 16.3598889 6985 0","48.2151389","16.3598889","6985.0","0.0","https://maps.app.goo.gl/haYg1Zh6AFjjWY8M8","{{https://scontent-vie1-1.xx.fbcdn.net/v/t39.30808-6/481115447_617143521036415_4849428853952432380_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=75d36f&_nc_ohc=S3XoXV4din8Q7kNvgHXntmn&_nc_oc=Adg1HTWWXsXMl1-TGGolSvi-pHF_BPBzB__e0J5r_abeRcl6ndaJoSYlV632-kz1hBo&_nc_zt=23&_nc_ht=scontent-vie1-1.xx&_nc_gid=A1eCeGIRh1c3uhqbqoP1WmM&oh=00_AYCZNpu51S9w8OnrefmzDcQ08BqOQG7tyHIWB6-5pENqiQ&oe=67CFA50B}}","https://www.instagram.com/p/DGC2JsCMZzn/?igsh=OTc5Z3VxdXhhMTV1","SI"
"128","2025","Cafés  Feministas Almería","https://linktr.ee/CafesFemAlm","ES","Almería","2025-03-08","12:00:00","36.832658 -2.462498 0 0","36.832658","-2.462498","0.0","0.0","Parque de las Almadrabillas. Almería","{{https://pbs.twimg.com/media/GlR7pItW0AAlNSq?format=jpg&name=large}}","https://x.com/cafesfemalm/status/1897277296379355245","SI"
"129","2025","Plataforma 8M Badajoz","https://www.instagram.com/8mbadajoz/","ES","Badajoz","2025-03-08","12:00:00","38.87511 -6.974031 0 0","38.87511","-6.974031","0.0","0.0","Avda Huelva - Plaza San Francisco. Badajoz","{{https://scontent.fbcn7-3.fna.fbcdn.net/v/t51.75761-15/480546013_18135797818379904_9164144287773939211_n.jpg?stp=dst-jpg_tt6&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=ejGaN284MWMQ7kNvgHglVBs&_nc_oc=AdiO36TxQiFzzDFXcihSyRMBGlKXMknP_Rz7qrhCRFld1SNuEPf5qU6I2UrPxGpsf7o&_nc_zt=23&_nc_ht=scontent.fbcn7-3.fna&_nc_gid=AcZHMm67frL3md7R4s0xY9G&oh=00_AYDpvlyB3I9RH3eChSiBWQp9U_f6Ozx3IQS_CARl_-Xebg&oe=67CFAB1B}}","https://www.facebook.com/photo?fbid=664040109461491&set=a.254536443745195","SI"
"130","2025","Coordinadora Feminista de Burgos","https://www.facebook.com/Colectivo8deMarzo","ES","Burgos","2025-03-08","20:00:00","42.340682 -3.699563 0 0","42.340682","-3.699563","0.0","0.0","Plaza del Cid. Burgos","{{https://scontent.fbcn7-3.fna.fbcdn.net/v/t39.30808-6/481676293_1078793250955897_2331698544086050043_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=833d8c&_nc_ohc=gYZQLBqjah0Q7kNvgEtMGYe&_nc_oc=Adhsjq0lYYOMuZsOCqYiotniyxEWIpSX5jxlP_MdaMsBmzo_x9Vih6MlX9wUU_BI_zQ&_nc_zt=23&_nc_ht=scontent.fbcn7-3.fna&_nc_gid=AdHIs6wghOGLttiwAx_lBsl&oh=00_AYCgzkaJkzI5BSsmS00GF-3Vkc4i_lnyD7HegzTsMcftzQ&oe=67CFAA02}}","https://www.facebook.com/photo?fbid=1078793244289231&set=a.636650088503551","NO_SE"
"131","2025","Comisión 8M Cádiz","https://www.instagram.com/cadiz_feminista/","ES","Cádiz","2025-03-08","11:30:00","36.517785 -6.284473 0 0","36.517785","-6.284473","0.0","0.0","Plaza Asdrúbal. Cádiz","{{https://pbs.twimg.com/media/GkoIcbKWkAM3Noo?format=jpg&name=large}}","https://www.instagram.com/p/DGK7eMINVG6/","SI"
"132","2025","Colectivos Feministas Provincia de Cádiz","https://www.facebook.com/Coord.FeministasCadiz","ES","El Puerto de Santa María. Cádiz","2025-03-08","12:00:00","36.597049 -6.23292 0 0","36.597049","-6.23292","0.0","0.0","Plaza Elías Ahuja, 11500 El Puerto de Santa María (Cádiz), España","{{https://scontent.fbcn7-3.fna.fbcdn.net/v/t39.30808-6/480573849_1041816467973599_477551028756942683_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=75d36f&_nc_ohc=A-TmM3SKYP8Q7kNvgHpiMvg&_nc_oc=AdiQmd_V1p5PBNg1Aazw0pDMOSyLaZGq-hphNQhPVv0w1fOWsQFzIcqfs-PfEjNmyho&_nc_zt=23&_nc_ht=scontent.fbcn7-3.fna&_nc_gid=AmZ_zikpo2nidmqVdAcn-Tz&oh=00_AYB8TSl8Q8geVpKmmJXkAsu9ly1UZKiYZMiz8dCH5MbTOg&oe=67CFC737}}","https://www.facebook.com/events/2106197063232483/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22external%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D","NO_SE"
"133","2025","Euskal Herriko Mugimendu Feminista","https://x.com/M8EuskalHerria","ES","Donostia","2025-03-08","12:30:00","43.315348 -1.998747 0 0","43.315348","-1.998747","0.0","0.0","Antiguoko Tuneletik. Donostia","{{https://pbs.twimg.com/media/GkNy0w6WwAAXMfY?format=jpg&name=large}}","https://x.com/M8EuskalHerria/status/1892482531070542033/photo/1","NO_SE"
"134","2025","Euskal Herriko Mugimendu Feminista","https://x.com/M8EuskalHerria","ES","Gasteiz","2025-03-08","12:30:00","42.853379 -2.668817 0 0","42.853379","-2.668817","0.0","0.0","San Antonetik. Gasteiz","{{https://pbs.twimg.com/media/GkNy0w6WwAAXMfY?format=jpg&name=large}}","https://x.com/M8EuskalHerria/status/1892482531070542033","NO_SE"
"135","2025","Euskal Herriko Mugimendu Feminista","https://x.com/M8EuskalHerria","ES","Bilbo","2025-03-08","18:00:00","43.263063 -2.935106 0 0","43.263063","-2.935106","0.0","0.0","Jesusen Bihotzetik. Bilbo","{{https://pbs.twimg.com/media/GkNy0w6WwAAXMfY?format=jpg&name=large}}","https://x.com/M8EuskalHerria/status/1892482531070542033","NO_SE"
"136","2025","Euskal Herriko Mugimendu Feminista","https://x.com/M8EuskalHerria","ES","Iruñea","2025-03-08","13:00:00","42.816109 -1.653554 0 0","42.816109","-1.653554","0.0","0.0","Antoniuttitik. Iruña","{{https://pbs.twimg.com/media/GkNy0w6WwAAXMfY?format=jpg&name=large}}","https://x.com/M8EuskalHerria/status/1892482531070542033","NO_SE"
"137","2025","Euskal Herriko Mugimendu Feminista","https://x.com/M8EuskalHerria","ES","Baiona","2025-03-08","17:00:00","43.496447 -1.472671 0 0","43.496447","-1.472671","0.0","0.0","Geltokitik. Baiona","{{https://pbs.twimg.com/media/GkNy0w6WwAAXMfY?format=jpg&name=large}}","https://x.com/M8EuskalHerria/status/1892482531070542033","NO_SE"
"138","2025","Granollers Feminista","","ES","Granollers","2025-03-08","18:30:00","41.607299 2.289913 0 0","41.607299","2.289913","0.0","0.0","Plaça del Cony, 08402 Granollers, Barcelona","{{https://www.instagram.com/granollersfeminista/p/DGTJb3GtL4l/}}","","SI"
"139","2025","Granollers Feminista","","ES","Granollers","2025-03-08","11:30:00","41.60777243066123 2.286425013492772 0 0","41.60777243066123","2.286425013492772","0.0","0.0","Plaça de l’Església, Granollers, 08401, Barcelona","{{https://www.instagram.com/granollersfeminista/p/DGtS2tgtINc/}}","https://www.instagram.com/granollersfeminista/p/DGtS2tgtINc/","SI"
"140","2025","Granollers Feminista","","ES","Granollers","2025-03-08","12:00:00","41.60777243066123 2.286425013492772 0 0","41.60777243066123","2.286425013492772","0.0","0.0","Plaça de l’Església, Granollers, 08401, Barcelona","{{https://www.instagram.com/granollersfeminista/p/DGtS2tgtINc/}}","https://www.instagram.com/granollersfeminista/p/DGtS2tgtINc/","SI"
"141","2025","Granollers Feminista","","ES","Granollers","2025-03-08","16:30:00","41.607299 2.289913 0 0","41.607299","2.289913","0.0","0.0","Plaça del Cony, 08402 Granollers, Barcelona","{{https://www.instagram.com/granollersfeminista/p/DGtS2tgtINc/}}","https://www.instagram.com/granollersfeminista/p/DGtS2tgtINc/","SI"
"142","2025","Granollers Feminista","","ES","Granollers","2025-03-08","17:30:00","41.607299 2.289913 0 0","41.607299","2.289913","0.0","0.0","Plaça del Cony, 08402 Granollers, Barcelona","{{https://www.instagram.com/granollersfeminista/p/DGtS2tgtINc/}}","","SI"
"143","2025","Kuña Sorora Alto Paraná","https://www.instagram.com/ks.altoparana.py/","PY","Ciudad del Este","2025-03-08","09:00:00","-25.515934 -54.608887 0 0","-25.515934","-54.608887","0.0","0.0","Paseo central, al costado este de la junta municipal","{{https://i.imgur.com/3XxedXa.png}}","https://www.instagram.com/p/DG3nrItJ-7p/","SI"
"144","2025","Escuela de Geografía Universidad de Costa Rica","https://www.instagram.com/geografiaucr/","CR","San José","2025-03-13","15:00:00","9.940752 -84.043314 0 0","9.940752","-84.043314","0.0","0.0","Salón Multiusos Escuela de Geografía","{{https://i.imgur.com/UCVtNZI.png}}","https://www.instagram.com/p/DG3euAVx3di/","SI"
